"id","name","year","region","country","state","description","status","url","notes","age_verification","parental_consent","hours_of_access","parental_account_access","data_privacy","targeted_ads","algorithms_and_platform_design","pornographic_content","blocking_foreign_apps","artificial_intelligence","phones_in_schools","media_literacy","parental_controls","establish_commissions","social_media_tax","reporting_abuse","child_labor","screentime_notifications"
"SB1857","Minor access to chatbots for recreational purposes by persons prohibition provision
",2025,"North America","USA","Minnesota","This bill prohibits platforms from allowing minors under the age of 18 to access chatbots for recreational purposes. Additionally, platforms with chatbots for recreational purposes must implement age verification.","pending","https://legiscan.com/MN/text/SF1857/id/3135823/Minnesota-2025-SF1857-Introduced.pdf","Pending",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"HB3488","Minors Appearing in Internet Content Creation Provided Compensation",2024,"North America","USA","Minnesota","This bill requires content creators whose video content features a minor to maintain records and set aside a portion of earnings into a trust account preserved for the minor until age 18, while prohibiting minors under 14 from engaging in content creation .The bill also allows minors and adults who appeared as minors to request removal of content featuring their likeness.","passed","https://legiscan.com/MN/text/HF3488/id/2972787/Minnesota-2023-HF3488-Engrossed.pdf","Passed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"HB5452","Use of Social Media for Minors",2024,"North America","USA","Minnesota","This bill requires social media companies to implement age verification to restrict access for minors under the age of 15.","failed","https://legiscan.com/MN/text/HF5452/id/2993140/Minnesota-2023-HF5452-Introduced.pdf","Failed",1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"SB3474","Digital Citizenship",2024,"North America","USA","Minnesota","This bill establishes the Digital Citizenship, Internet Safety, and Media Literacy Advisory Council.
The advisory council will make reccomendations for best instuctional practices regarding how students in K-12 school can safely use media and technology resources.","failed","https://legiscan.com/MN/text/SF3474/id/2979084/Minnesota-2023-SF3474-Engrossed.pdf","Failed",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"AB35","Media Literacy Committee",2023,"North America","USA","New York","The bill focuses on creating a media literacy advisory group which reviews media literacy education within school districts.","failed","https://legislation.nysenate.gov/pdf/bills/2023/A35","Failed, Reintroduced in 2025 cycle as A120",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"AB120","Media Literacy Committee",2025,"North America","USA","New York","The bill focuses on creating a media literacy advisory group which reviews media literacy education within school districts.","pending","https://legislation.nysenate.gov/pdf/bills/2025/A120","Pending",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"AB94","Media Literacy Committee",2023,"North America","USA","New York","This bill establishes a Media Literacy Committee that evaluates best practices, instructional resources, and educational models for effectively teaching media literacy to students within school districts.","failed","https://legislation.nysenate.gov/pdf/bills/2023/a94","Failed, Reintroduced in 2025 cycle as A150",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"AB150","Media Literacy Committee",2025,"North America","USA","New York","This bill establishes a Media Literacy Committee that evaluates best practices, instructional resources, and educational models for effectively teaching media literacy to students within school districts.","pending","https://legislation.nysenate.gov/pdf/bills/2025/A150","Pending",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"AB312","Child Influencer Protection",2023,"North America","USA","New York","This bill amends New York's labor law definitions of ""artistic or creative services"" and ""child performer"" to include children who participate in videos posted to video-sharing or social networking websites that generate earnings, thereby extending existing child performer protections to these children.","failed","https://legislation.nysenate.gov/pdf/bills/2023/a312","Failed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AB3335/SB4561","Interactive Computer Service Providers",2025,"North America","USA","New York","The bill prevents computer service providers from promoting content that may cause physical or psychological harm to minors under the age of 18. Additionally, platforms are prohibited from targeting minors using personal data such as location, medical status, race, gender, age, or relationships to promote harmful or injurious content.","pending","https://legislation.nysenate.gov/pdf/bills/2025/A3335","Pending",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"AB4967/SB3281","New York child data privacy and protection act",2023,"North America","USA","New York","This bill strengthens data privacy protections for minors under the age of 18. Platforms must use “privacy by default” settings, prohibits targeted advertising and certain data collection.","failed","https://legislation.nysenate.gov/pdf/bills/2023/A4967","Failed",0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0
"AB8101","Age Verification",2023,"North America","USA","New York","This bill requires social media networks to verify the age of new and existing account holders, using a third-party vendor, within 30 days of account opening or first access after the effective date, and to deny access to accounts that fail to complete verification within that period.","failed","https://legislation.nysenate.gov/pdf/bills/2023/A8101","Failed",1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB8148/SB7694","SAFE for Kids",2023,"North America","USA","New York","This bill prohibits social media platforms from providing  addictive, algorithm-based feeds to minors under the age of 18.","passed","https://legislation.nysenate.gov/pdf/bills/2023/A8148A","Enacted",1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"AB8314","Online Products Targeted Towards Children",2023,"North America","USA","New York","This bill requires online products targeted towards children under the age of 18 to incorporate features allowing parents or guardians to set screen time limits for minors. Additionally, the bill prohibits content that promotes harmful or illegal activities.","failed","https://legislation.nysenate.gov/pdf/bills/2023/A8314","Failed",0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
"SB1433","Social Media Monitoring Act",2023,"North America","USA","New York","This bill provides data analytic resources and funding to every school district to allow the monitoring of social media activities to provide early-detection information of possible threats to a student's health and the safety of the school.","failed","https://legislation.nysenate.gov/pdf/bills/2023/S1433","Failed",0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"SB2324","Parent Consent",2023,"North America","USA","New York","This bill requires protective features to safeguard children under the age of 13. This bill requires parent access to the personal information and content collected about their child.","failed","https://legislation.nysenate.gov/pdf/bills/2023/S2324","Failed",0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"SB6418","Regulation of Social Media Companies and Platforms",2023,"North America","USA","New York","This bill, the New York Social Media Regulation Act, prohibits social media companies from permitting a minor to hold an account without parental consent, requires age and consent verification, and restricts minor accounts by banning direct messaging with unconnected users, advertising, targeted content, and most data collection, while giving parents password access to view their minor's posts and messages. The bill also limits minor account access to between 6:30 a.m. and 10:30 p.m. (subject to parental adjustment)","failed","https://legislation.nysenate.gov/pdf/bills/2023/S6418","Failed",1,1,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0
"SB7662","Statewide Social Media and Mental Health Awareness Campaign",2023,"North America","USA","New York","This bill establishes statewide youth mental health and social media campaign promote public awareness of the impacts of social media on mental health. The campaign will educate people on techniques to reduce feelings of isolation, anxiety, sleep quality which can be exacerbated by social media.","failed","https://legislation.nysenate.gov/pdf/bills/2023/S7662","Failed",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SB5476","Statewide Social Media and Mental Health Awareness Campaign",2025,"North America","USA","New York","This bill establishes statewide youth mental health and social media campaign promote public awareness of the impacts of social media on mental health. The campaign will educate people on techniques to reduce feelings of isolation, anxiety, sleep quality which can be exacerbated by social media.","pending","https://legislation.nysenate.gov/pdf/bills/2025/S5476","Pending",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"AB1695","Media Literacy Standards",2024,"North America","USA","New York","This bill creates a set of media literacy standards for students in grades kindergarten through twelve, which focuses on internet safety and digital citizenship.","failed","https://legislation.nysenate.gov/pdf/bills/2023/A1695","Failed",0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0
"SB8735","Protections for Minors Featured in Influencer-Generated Content",2024,"North America","USA","New York","This bill establishes protections, such as trust accounts for minors under the age of 18 who are featured in influencer-generated content that generates earnings from being shared on social media.","failed","https://legislation.nysenate.gov/pdf/bills/2023/S8735A","Failed",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"AB1624","Media Literacy Standards for K-12",2025,"North America","USA","New York","This bill requires the Board of Regents and Commissioner of Education to incorporate a media literacy component into instruction for students in kindergarten through twelfth grade, covering internet safety, civility, and digital citizenship, and establishes a set of media literacy education standards covering skills such as evaluating digital sources, managing one's digital footprint, protecting personal privacy, and combating cyberbullying.","pending","https://legislation.nysenate.gov/pdf/bills/2025/A1624","Pending",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
